timestamp,model,model_size_bytes,model_param_b,test_id,test_name,case_id,case_prompt,expected,score,max_score,output,error,prompt_eval_count,eval_count,prompt_eval_duration,eval_duration,total_duration,load_duration,prompt_tokens_per_second,eval_tokens_per_second
2026-01-01T03:03:31.436Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,"","","",40,50,"1+1 #1: 2
---
3+2 #1: 5
---
8+4 #1: 12
---
16+32 #1: 48
---
19+77 #1: 74
---
1+1 #2: 2
---
3+2 #2: 5
---
8+4 #2: 12
---
16+32 #2: 48
---
19+77 #2: 74
---
1+1 #3: 2
---
3+2 #3: 5
---
8+4 #3: 12
---
16+32 #3: 48
---
19+77 #3: 74
---
1+1 #4: 2
---
3+2 #4: 5
---
8+4 #4: 12
---
16+32 #4: 48
---
19+77 #4: 74
---
1+1 #5: 2
---
3+2 #5: 5
---
8+4 #5: 12
---
16+32 #5: 48
---
19+77 #5: 74","",1150,50,166497605,137153150,25634046925,25285668094,6909.53818689788,364.5943617501609
2026-01-01T03:03:04.578Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,1+1 #1,Compute: 1 + 1. Respond only with the answer in digits.,2,2,2,2,"",46,2,6686868,5503679,942517542,928534662,6879.154785169978,363.39328656340604
2026-01-01T03:03:05.694Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,3+2 #1,Compute: 3 + 2. Respond only with the answer in digits.,5,2,2,5,"",46,2,6400500,5805236,1019583746,1005450197,7186.938520428092,344.51657090254383
2026-01-01T03:03:06.947Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,8+4 #1,Compute: 8 + 4. Respond only with the answer in digits.,12,2,2,12,"",46,2,6172002,5733967,1008175972,994798127,7453.011194746859,348.7986589389161
2026-01-01T03:03:08.008Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,16+32 #1,Compute: 16 + 32. Respond only with the answer in digits.,48,2,2,48,"",46,2,6715878,5324701,955511942,941809960,6849.439492498226,375.6079449343728
2026-01-01T03:03:09.027Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,19+77 #1,Compute: 19 + 77. Respond only with the answer in digits.,96,0,2,74,"",46,2,6742727,5388150,944357768,930380348,6822.1655718821185,371.18491504505255
2026-01-01T03:03:10.172Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,1+1 #2,Compute: 1 + 1. Respond only with the answer in digits.,2,2,2,2,"",46,2,6503389,5283050,1042765220,1028814801,7073.235200908326,378.5691977172277
2026-01-01T03:03:11.365Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,3+2 #2,Compute: 3 + 2. Respond only with the answer in digits.,5,2,2,5,"",46,2,6624608,5644337,1037804816,1023817317,6943.807090170468,354.33745362830035
2026-01-01T03:03:12.391Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,8+4 #2,Compute: 8 + 4. Respond only with the answer in digits.,12,2,2,12,"",46,2,8085615,6138542,961325212,945261062,5689.115793913016,325.8102656950136
2026-01-01T03:03:13.510Z,config-granite4-350m:latest,708458406,0.35237999999999997,simple-addition,simp add,16+32 #2,Compute: 16 + 32. Respond only with the answer in digits.,48,2,2,48,"",46,2,6583519,5261241,1076866991,1063067010,6987.144716981906,380.13845022495644
