timestamp,model,model_size_bytes,model_param_b,test_id,test_name,case_id,case_prompt,expected,score,max_score,output,error,prompt_eval_count,eval_count,prompt_eval_duration,eval_duration,total_duration,load_duration,prompt_tokens_per_second,eval_tokens_per_second
2025-12-31T06:01:18.774Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,"","","",15,50,"1+1 #1: 1 + 1 = 2
---
3+2 #1: 3 + 2 = 5
---
8+4 #1: 8 + 4 = 12
---
16+32 #1: 16 + 32 = 58
---
19+77 #1: 19 + 77 = 156
---
1+1 #2: 1 + 1 = 2
---
3+2 #2: 3 + 2 = 5
---
8+4 #2: 8 + 4 = 12
---
16+32 #2: 16 + 32 = 58
---
19+77 #2: 19 + 77 = 156
---
1+1 #3: 1 + 1 = 2
---
3+2 #3: 3 + 2 = 5
---
8+4 #3: 8 + 4 = 12
---
16+32 #3: 16 + 32 = 58
---
19+77 #3: 19 + 77 = 156
---
1+1 #4: 1 + 1 = 2
---
3+2 #4: 3 + 2 = 5
---
8+4 #4: 8 + 4 = 12
---
16+32 #4: 16 + 32 = 58
---
19+77 #4: 19 + 77 = 156
---
1+1 #5: 1 + 1 = 2
---
3+2 #5: 3 + 2 = 5
---
8+4 #5: 8 + 4 = 12
---
16+32 #5: 16 + 32 = 58
---
19+77 #5: 19 + 77 = 156","",645,265,117062490,497824191,2616204622,1813666360,5643.237351441499,532.3377131515556
2025-12-31T06:01:11.295Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,1+1 #1,Compute: 1 + 1. Respond only with the answer in digits.,2,1,2,1 + 1 = 2,"",25,9,14467156,17017266,117440648,76567914,1728.0521479135223,528.8746147589161
2025-12-31T06:01:11.836Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,3+2 #1,Compute: 3 + 2. Respond only with the answer in digits.,5,1,2,3 + 2 = 5,"",25,9,4248575,16606312,108384704,80564531,5884.325921044115,541.9625983180371
2025-12-31T06:01:12.063Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,8+4 #1,Compute: 8 + 4. Respond only with the answer in digits.,12,1,2,8 + 4 = 12,"",25,10,4258294,18591241,99313181,70353379,5870.895715514241,537.8877074424456
2025-12-31T06:01:12.258Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,16+32 #1,Compute: 16 + 32. Respond only with the answer in digits.,48,0,2,16 + 32 = 58,"",27,12,4224565,22906383,108032567,72908092,6391.190572283775,523.8714466618322
2025-12-31T06:01:12.653Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,19+77 #1,Compute: 19 + 77. Respond only with the answer in digits.,96,0,2,19 + 77 = 156,"",27,13,4265814,24658186,114573579,76051199,6329.389889010632,527.2082869356245
2025-12-31T06:01:13.555Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,1+1 #2,Compute: 1 + 1. Respond only with the answer in digits.,2,1,2,1 + 1 = 2,"",25,9,4241045,16604503,98308082,71330319,5894.7735758521785,542.02164316511
2025-12-31T06:01:14.102Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,3+2 #2,Compute: 3 + 2. Respond only with the answer in digits.,5,1,2,3 + 2 = 5,"",25,9,4243475,16686401,96869587,69776476,5891.397969824259,539.3613637835983
2025-12-31T06:01:14.277Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,8+4 #2,Compute: 8 + 4. Respond only with the answer in digits.,12,1,2,8 + 4 = 12,"",25,10,4232225,18444612,100370129,71368828,5907.058344015264,542.1637495003961
2025-12-31T06:01:15.124Z,config-gemma3-270m:latest,291554946,0.2681,simple-addition,simp add,16+32 #2,Compute: 16 + 32. Respond only with the answer in digits.,48,0,2,16 + 32 = 58,"",27,12,4906108,22594718,108872619,70505898,5503.343994873329,531.0975777613157
